id,Associated Disease
4410,Dysglossia
4411,Dysgnathia complex
4412,dyskeratosis congenita
4413,"DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT"
4414,"dyskeratosis congenita, autosomal dominant 1"
4415,"dyskeratosis congenita, autosomal dominant 2"
4416,"dyskeratosis congenita, autosomal dominant 3"
4417,"DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 4"
4418,"dyskeratosis congenita, autosomal dominant 6"
4419,"Dyskeratosis Congenita, Autosomal Recessive"
4420,"dyskeratosis congenita, autosomal recessive 1"
4421,"dyskeratosis congenita, autosomal recessive 2"
4422,"dyskeratosis congenita, autosomal recessive 3"
4423,"dyskeratosis congenita, autosomal recessive 5"
4424,"dyskeratosis congenita, autosomal recessive 6"
4425,"DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 7"
4426,"DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE, 4"
4427,"dyskeratosis congenita, X-linked"
4428,dyskinesia of esophagus
4429,"Dyskinesia, Drug-Induced"
4430,"dyskinesia, limb and orofacial, infantile-onset"
4431,"Dyskinesia, Medication-Induced"
4432,"Dyskinesias, Paroxysmal"
4433,Dyskinetic syndrome
4434,Dyslalia
4435,dyslexia
4436,"dyslexia, susceptibility to, 1"
4437,"dyslexia, susceptibility to, 2"
4438,Dyslipidemia
4439,Dyslipidemias
4440,Dyslipoproteinemias
4441,Dysmenorrhea
4442,dysosteosclerosis
4443,dysostosis
4444,Dyspareunia
4445,Dyspepsia Prevention
4446,Dysphasia
4447,Dysphoric mood
4448,Dysplasia of eye
4449,Dysplastic gangliocytoma of cerebellum (Lhermitte-Duclos)
4450,dysplastic nevus syndrome
4451,Dyspnea
4452,Dyssegmental dysplasia
4453,Dyssocial Behavior
4454,Dyssomnias
4455,dysspondyloenchondromatosis
4456,dysthymic disorder
4457,Dystonia
4458,"DYSTONIA 1, TORSION, AUTOSOMAL DOMINANT"
4459,dystonia 12
4460,dystonia 16
4461,dystonia 23
4462,dystonia 24
4463,dystonia 25
4464,dystonia 27
4465,"dystonia 28, childhood-onset"
4466,dystonia 5
4467,"DYSTONIA 7, TORSION (disorder)"
4468,dystonia 9
4469,Dystonia Disorders
4470,"dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities"
4471,"Dystonia, Diurnal"
4472,"Dystonia, Limb"
4473,"Dystonia, Paroxysmal"
4474,"Dystonia, Primary"
4475,"Dystonia, Secondary"
4476,"Dystonias, Sporadic"
4477,dystonic disorder
4478,Dystrophia myotonica 2
4479,Dystrophic epidermolysis bullosa nails only
4480,dystrophic epidermolysis bullosa pruriginosa
4481,Dysuria
4482,E. Coli Joint Infection
4483,E. Coli Osteomyelitis
4484,E. Coli Peritonitis
4485,E. Coli Septic Arthritis
4486,"EAR, PATELLA, SHORT STATURE SYNDROME"
4487,Early Awakening
4488,Early Breast Cancer Hormone Receptor Positive and Postmenopausal
4489,"Early Childhood Epilepsy, Myoclonic"
4490,Early infantile epileptic encephalopathy with suppression bursts
4491,early myoclonic encephalopathy
4492,Early onset schizophrenia
4493,early-onset anterior polar cataract
4494,early-onset generalized limb-onset dystonia
4495,early-onset Lafora body disease
4496,early-onset myopathy with fatal cardiomyopathy
4497,early-onset Parkinson disease 20
4498,early-onset parkinsonism-intellectual disability syndrome
4499,early-onset progressive diffuse brain atrophy-microcephaly-muscle weakness-optic atrophy syndrome
4500,early-onset progressive encephalopathy-hearing loss-pons hypoplasia-brain atrophy syndrome
4501,early-onset progressive neurodegeneration-blindness-ataxia-spasticity syndrome
4502,EAST syndrome
4503,East Texas bleeding disorder
4504,eating disorder
4505,Eating Disorders
4506,Ebola hemorrhagic fever
4507,Ebstein anomaly
4508,Eccrine dermal cylindroma
4509,echinococcosis
4510,"ectodermal dysplasia 10A, hypohidrotic/hair/nail type, autosomal dominant"
4511,"ectodermal dysplasia 10B, hypohidrotic/hair/tooth type, autosomal recessive"
4512,"ectodermal dysplasia 11A, hypohidrotic/hair/tooth type, autosomal dominant"
4513,"ectodermal dysplasia 11B, hypohidrotic/hair/tooth type, autosomal recessive"
4514,"ectodermal dysplasia 12, hypohidrotic/hair/tooth/nail type"
4515,"ectodermal dysplasia 13, hair/tooth type"
4516,"Ectodermal Dysplasia 3, Anhidrotic"
4517,"ectodermal dysplasia 4, hair/nail type"
4518,"ectodermal dysplasia 7, hair/nail type"
4519,"ectodermal dysplasia 9, hair/nail type"
4520,ectodermal dysplasia and immune deficiency
4521,ectodermal dysplasia and immunodeficiency 1
4522,ectodermal dysplasia and immunodeficiency 2
4523,ectodermal dysplasia syndrome
4524,ectodermal dysplasia-syndactyly syndrome 1
4525,"Ectodermal Dysplasia, Anhidrotic, with Immunodeficiency, Osteopetrosis, and Lymphedema"
4526,"Ectodermal dysplasia, ectrodactyly, and macular dystrophy"
4527,"Ectodermal Dysplasia, Pure Hair-Nail Type"
4528,Ectopia Lentis
4529,"ectopia lentis 1, isolated, autosomal dominant"
4530,"ectopia lentis 2, isolated, autosomal recessive"
4531,ectopia lentis et pupillae
4532,Ectopia lentis isolated
4533,ectopic ACTH secretion syndrome
4534,ectopic pregnancy
4535,Ectopic thyroid tissue (disorder)
4536,"ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 1"
4537,"ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 3"
4538,"ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 1"
4539,"ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 3"
4540,ectropion
4541,Eczema
4542,"Eczema, Infantile"
4543,Edema
4544,Edema due to Hepatic Cirrhosis
4545,Edema due to Nephrotic Syndrome
4546,Edema of larynx
4547,"Edema, Cardiac"
4548,EEC syndrome
4549,EEM syndrome
4550,"EFAVIRENZ CENTRAL NERVOUS SYSTEM TOXICITY, SUSCEPTIBILITY TO"
4551,"efavirenz, poor metabolism of"
4552,"EGFR mutation-positive, unresectable or recurrent non-small cell lung cancer"
4553,Ehlers-Danlos syndrome
4554,Ehlers-Danlos syndrome 6B
4555,Ehlers-Danlos syndrome due to tenascin-X deficiency
4556,Ehlers-Danlos syndrome progeroid type
4557,Ehlers-Danlos syndrome type 2
4558,Ehlers-Danlos syndrome type 7A
4559,Ehlers-Danlos syndrome type 7B
4560,Ehlers-Danlos syndrome type IX
4561,Ehlers-Danlos syndrome vascular-like type
4562,Ehlers-Danlos syndrome with periventricular heterotopia
4563,"EHLERS-DANLOS SYNDROME, ARTHROCHALASIA TYPE"
4564,"ehlers-danlos syndrome, arthrochalasia type, 2"
4565,"Ehlers-Danlos syndrome, arthrochalasis type"
4566,"Ehlers-Danlos syndrome, cardiac valvular form"
4567,"Ehlers-Danlos syndrome, cardiac valvular type"
4568,"Ehlers-Danlos syndrome, classic type"
4569,"Ehlers-Danlos syndrome, classic type, 1"
4570,"Ehlers-Danlos syndrome, classic type, 2"
4571,"Ehlers-Danlos syndrome, classic-like, 2"
4572,"Ehlers-Danlos syndrome, dermatosparaxis type"
4573,"Ehlers-Danlos syndrome, hypermobility type"
4574,"Ehlers-Danlos syndrome, kyphoscoliotic and deafness type"
4575,"Ehlers-Danlos syndrome, kyphoscoliotic type 1"
4576,"Ehlers-Danlos syndrome, musculocontractural type"
4577,"Ehlers-Danlos syndrome, musculocontractural type 1"
4578,"Ehlers-Danlos syndrome, musculocontractural type 2"
4579,"Ehlers-Danlos syndrome, periodontal type 1"
4580,"Ehlers-Danlos syndrome, periodontal type 2"
4581,"EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 2"
4582,"Ehlers-Danlos syndrome, periodontitis type"
4583,"Ehlers-Danlos syndrome, progeroid type 1"
4584,"Ehlers-Danlos syndrome, progeroid type, 2"
4585,"Ehlers-Danlos syndrome, spondylocheirodysplastic type"
4586,"Ehlers-Danlos Syndrome, Type IV"
4587,"Ehlers-Danlos Syndrome, Type VIII"
4588,"Ehlers-Danlos syndrome, vascular type"
4589,EIG1
4590,Eiken syndrome
4591,EJM1
4592,"Electron Transport Chain Deficiencies, Mitochondrial"
4593,elliptocytosis 1
4594,elliptocytosis 2
4595,elliptocytosis 3
4596,ELLIPTOCYTOSIS 3 DUE TO SPECTRIN COSENZA
4597,Elliptocytosis 4
4598,Ellis-van Creveld syndrome
4599,Elsahy-Waters syndrome
4600,Emaciation
4601,"Embolic Infarction, Middle Cerebral Artery"
4602,Embolism
4603,Embolism and Thrombosis
4604,Embolus
4605,Embryo Disintegration
4606,Embryo Loss
4607,EMBRYONAL CELL CARCINOMA
4608,embryonal neoplasm
4609,embryonal rhabdomyosarcoma
4610,Embryopathies
4611,Emery-Dreifuss muscular dystrophy
4612,"Emery-Dreifuss muscular dystrophy 2, autosomal dominant"
4613,"Emery-Dreifuss muscular dystrophy 3, autosomal recessive"
4614,"Emery-Dreifuss muscular dystrophy 4, autosomal dominant"
4615,"Emery-Dreifuss muscular dystrophy 5, autosomal dominant"
4616,"Emery-Dreifuss Muscular Dystrophy 6, X-Linked"
4617,"Emery-Dreifuss muscular dystrophy 7, autosomal dominant"
4618,empty sella syndrome
4619,"Empty Sella Syndrome, Primary"
4620,"Empty Sella Syndrome, Secondary"
4621,Encapsulating Peritoneal Sclerosis
4622,encephalitis
4623,Encephalitis due to Toxoplasmosis
4624,"Encephalitis, Polio"
4625,"Encephalitis, Viral"
4626,"Encephalitis, West Nile Fever"
4627,"Encephalocardiomyopathy, Mitochondrial, Neonatal, Due To Atp Synthase Deficiency"
4628,Encephaloclastic Proliferative Vasculopathy
4629,encephalocraniocutaneous lipomatosis
4630,encephalopathy due to defective mitochondrial and peroxisomal fission 2
4631,encephalopathy due to GLUT1 deficiency
4632,encephalopathy due to hydroxykynureninuria
4633,encephalopathy due to prosaposin deficiency
4634,encephalopathy-hypertrophic cardiomyopathy-renal tubular disease syndrome
4635,"encephalopathy, acute, infection-induced (herpes-specific), susceptibility to, 8"
4636,"ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 3"
4637,"encephalopathy, acute, infection-induced, susceptibility to, 4"
4638,"encephalopathy, lethal, due to defective mitochondrial peroxisomal fission 1"
4639,"encephalopathy, neonatal severe, with lactic acidosis and brain abnormalities"
4640,"ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN ATROPHY AND SPASTICITY"
4641,"encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy"
4642,"encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy, 1"
4643,"encephalopathy, progressive, with amyotrophy and optic atrophy"
4644,"Encephalopathy, Subacute Necrotizing, Infantile"
4645,"Encephalopathy, Subacute Necrotizing, Juvenile"
4646,"Encephalopathy, Toxic"
4647,Enchondroma
4648,enchondromatosis
4649,End Stage Liver Disease
4650,end stage renal failure
4651,"END-STAGE RENAL DISEASE, DIABETIC, SUSCEPTIBILITY TO (finding)"
4652,Endemic Cretinism
4653,endemic goiter
4654,Endemic Tyrolean Infantile Cirrhosis
4655,Endocrine Breast Diseases
4656,endocrine exophthalmos
4657,Endocrine Gland Neoplasms
4658,endocrine system disease
4659,endocrine-cerebro-osteodysplasia syndrome
4660,endogenous depression
4661,Endogenous Hyperinsulinism
4662,Endometrial Ablation Adjunct
4663,endometrial cancer
4664,endometrial carcinoma
4665,Endometrial Diseases
4666,endometrial hyperplasia
4667,Endometrial Hyperplasia Prevention
4668,Endometrial Neoplasms
4669,endometrial stromal sarcoma
4670,endometrioid adenocarcinoma
4671,endometrioid stromal sarcoma
4672,Endometrioma
4673,endometriosis
4674,endometritis
4675,endometrium adenocarcinoma
4676,endometrium carcinoma in situ
4677,endometrium neoplasm
4678,endomyocardial fibrosis
4679,endophthalmitis
4680,endosteal sclerosis-cerebellar hypoplasia syndrome
4681,Endotoxemia
4682,Endotoxic shock
4683,Enfuvirtide-induced Amyloidosis
4684,enhanced S-cone syndrome
4685,Enhancement of an antitumor effect of dinutuximab for neuroblastoma
4686,enlarged vestibular aqueduct syndrome
4687,Entamoeba histolytica Infection
4688,Entamoebiasis
4689,enteritis
4690,Enterobacter Cystitis
4691,Enterobacter Osteomyelitis
4692,Enterobacter Pneumonia
4693,EnterobacterJoint Infection
4694,Enterococcus Urinary Tract Infection
4695,enterocolitis
4696,enterovirus infectious disease
4697,enthesopathy
4698,Environmental Sleep Disorder
4699,eosinophil peroxidase deficiency
4700,Eosinophilia
4701,eosinophilia-myalgia syndrome
4702,"Eosinophilia-Myalgia Syndrome, L-Tryptophan-Related"
4703,"Eosinophilia, Tropical"
4704,eosinophilic esophagitis
4705,eosinophilic granulomatosis with polyangiitis
4706,Eosinophilic leukemia
4707,Eosinophilic myositis (disorder)
4708,eosinophilic pneumonia
4709,ependymoblastoma
4710,ependymoma
4711,Eperythrozoonosis
4712,epicondylitis
4713,epidermal nevus syndrome
4714,epidermodysplasia verruciformis
4715,epidermolysis bullosa
4716,epidermolysis bullosa dystrophica
4717,"Epidermolysis Bullosa Dystrophica Inversa, Autosomal Recessive"
4718,Epidermolysis Bullosa Dystrophica With Subcorneal Cleavage
4719,"Epidermolysis Bullosa Dystrophica, Autosomal Recessive, Localisata Variant"
4720,"Epidermolysis bullosa dystrophica, Pasini type"
4721,Epidermolysis Bullosa Herpetiformis Dowling-Meara
4722,Epidermolysis Bullosa Progressiva
4723,epidermolysis bullosa simplex
4724,epidermolysis bullosa simplex Dowling-Meara type
4725,epidermolysis bullosa simplex due to BP230 deficiency
4726,epidermolysis bullosa simplex due to exophilin 5 deficiency
4727,epidermolysis bullosa simplex due to plakophilin deficiency
4728,Epidermolysis Bullosa Simplex Kobner
4729,epidermolysis bullosa simplex Ogna type
4730,epidermolysis bullosa simplex superficialis
4731,epidermolysis bullosa simplex with circinate migratory erythema
4732,epidermolysis bullosa simplex with mottled pigmentation
4733,epidermolysis bullosa simplex with muscular dystrophy
4734,epidermolysis bullosa simplex with nail dystrophy
4735,epidermolysis bullosa simplex with pyloric atresia
4736,"EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE (disorder)"
4737,"EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 1"
4738,"Epidermolysis bullosa simplex, Ogna type"
4739,epidermolysis bullosa with congenital localized absence of skin and deformity of nails
4740,"EPIDERMOLYSIS BULLOSA, JUNCTIONAL, LOCALISATA VARIANT (disorder)"
4741,"Epidermolysis Bullosa, Junctional, Non-Herlitz Type"
4742,"Epidermolysis bullosa, pretibial"
4743,epidermolytic hyperkeratosis
4744,"Epidermolytic Hyperkeratosis, Late-Onset"
4745,epidermolytic palmoplantar keratoderma
4746,Epidermolytic palmoplantar keratoderma of Vorner
4747,Epidermolytic palmoplantar keratoderma Vorner type
4748,epidural abscess
4749,epilepsy
4750,Epilepsy characterized by intractable complex partial seizures
4751,epilepsy with generalized tonic-clonic seizures
4752,"Epilepsy, Absence, Atypical"
4753,"Epilepsy, Akinetic"
4754,"Epilepsy, Anterior Fronto-Polar"
4755,"Epilepsy, Atonic"
4756,"Epilepsy, Benign Neonatal, 1, And-Or Myokymia"
4757,"Epilepsy, Benign Psychomotor, Childhood"
4758,"EPILEPSY, CHILDHOOD ABSENCE, 1"
4759,"epilepsy, childhood absence, susceptibility to, 1"
4760,"Epilepsy, Childhood Absence, Susceptibility To, 4"
4761,"epilepsy, childhood absence, susceptibility to, 5"
4762,"epilepsy, childhood absence, susceptibility to, 6"
4763,"Epilepsy, Cingulate"
4764,"Epilepsy, Cryptogenic"
4765,"epilepsy, early-onset, vitamin B6-dependent"
4766,"epilepsy, familial adult myoclonic, 1"
4767,"epilepsy, familial adult myoclonic, 2"
4768,"epilepsy, familial adult myoclonic, 5"
4769,"epilepsy, familial focal, with variable foci 1"
4770,"epilepsy, familial focal, with variable foci 2"
4771,"epilepsy, familial focal, with variable foci 3"
4772,"epilepsy, familial focal, with variable foci 4"
4773,"epilepsy, familial temporal lobe, 1"
4774,"EPILEPSY, FOCAL, WITH SPEECH DISORDER AND WITH OR WITHOUT MENTAL RETARDATION"
4775,"Epilepsy, Generalized"
4776,"epilepsy, idiopathic generalized"
4777,"epilepsy, idiopathic generalized, susceptibility to, 10"
4778,"epilepsy, idiopathic generalized, susceptibility to, 11"
4779,"epilepsy, idiopathic generalized, susceptibility to, 12"
4780,"epilepsy, idiopathic generalized, susceptibility to, 13"
4781,"epilepsy, idiopathic generalized, susceptibility to, 14"
4782,"EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 6"
4783,"epilepsy, idiopathic generalized, susceptibility to, 8"
4784,"epilepsy, idiopathic generalized, susceptibility to, 9"
4785,"epilepsy, juvenile absence, susceptibility to, 1"
4786,"EPILEPSY, JUVENILE ABSENCE, SUSCEPTIBILITY TO, 2"
4787,"epilepsy, juvenile myoclonic, susceptibility to, 10"
4788,"EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 5 (disorder)"
4789,"EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 7"
4790,"EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 8"
4791,"Epilepsy, Lateral Temporal"
4792,"Epilepsy, Opercular"
4793,"Epilepsy, Orbito-Frontal"
4794,"EPILEPSY, PROGRESSIVE MYOCLONIC 2B"
4795,"Epilepsy, progressive myoclonic 5"
4796,"epilepsy, progressive myoclonic, 1B"
4797,"EPILEPSY, PROGRESSIVE MYOCLONIC, 5, FORMERLY"
4798,"EPILEPSY, PROGRESSIVE MYOCLONIC, WITH SENSORY ATAXIC NEUROPATHY"
4799,"Epilepsy, Simple Partial"
4800,"Epilepsy, Supplementary Motor"
4801,"Epilepsy, Symptomatic, Partial Complex"
4802,"Epilepsy, Tonic"
4803,"Epilepsy, Tonic-Clonic, Familial"
4804,"Epilepsy, Tonic-Clonic, Symptomatic"
4805,Epileptic drop attack
4806,Epileptic encephalopathy
4807,"Epileptic Encephalopathy, Early Infantile, 1"
4808,"Epileptic Encephalopathy, Early Infantile, 3"
4809,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 55"
4810,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 56"
4811,"epileptic encephalopathy, infantile or early childhood"
4812,"epileptic encephalopathy, infantile or early childhood, 1"
4813,"epileptic encephalopathy, infantile or early childhood, 2"
4814,"epileptic encephalopathy, infantile or early childhood, 3"
4815,Epileptic Seizures
4816,"epiphyseal dysplasia, multiple, 2"
4817,"epiphyseal dysplasia, multiple, 3"
4818,"EPIPHYSEAL DYSPLASIA, MULTIPLE, 3, WITH MYOPATHY"
4819,"epiphyseal dysplasia, multiple, 6"
4820,"epiphyseal dysplasia, multiple, 7"
4821,"Epiphyseal Dysplasia, Multiple, with Myopia and Conductive Deafness"
4822,"Epiphyseal Dysplasia, Ribbing Type"
4823,episodic ataxia type 1
4824,episodic ataxia type 2
4825,episodic ataxia type 5
4826,episodic ataxia type 6
4827,"Episodic Ataxia, Type 1"
4828,episodic kinesigenic dyskinesia 1
4829,"episodic pain syndrome, familial, 2"
4830,epithelial basement membrane dystrophy
4831,Epithelial ovarian cancer
4832,epithelial recurrent erosion dystrophy
4833,Epithelioid and spindle cell nevus
4834,epithelioid cell uveal melanoma
